à,1
ah,1
alcançar,1
alto,1
alturas,1
andava,1
ao,1
as,2
cacho,1
certa,1
da,1
de,1
despeitada,1
e,2
então,1
essas,1
estão,1
falou,1
faminta,1
lá,1
maduras,1
mas,1
matreira,1
nada,1
não,2
naquelas,1
no,1
parreira,1
passar,1
podia,1
por,1
pra,1
pudesse,1
que,1
quinta,1
raposa,1
se,1
servem,1
sumarentas,1
toa,1
tragar,1
um,1
uma,1
uvas,2
verdes,2
vermelhas,1
viu,1
